business_date,store_id,category_name,revenue_inr
2024-03-01,S01,Baby Care,10620.929999999998
2024-03-01,S01,Bakery,2550.11
2024-03-01,S01,Beverages,6447.3899999999985
2024-03-01,S01,Bill-level adjustments,-1571.35
2024-03-01,S01,Biscuits & Snacks,1421.56
2024-03-01,S01,Confectionery,5603.45
2024-03-01,S01,Dairy,11936.740000000002
2024-03-01,S01,Edible Oils,20696.530000000002
2024-03-01,S01,Frozen & Ready to Eat,9207.58
2024-03-01,S01,Fruits & Vegetables,4590.760000000001
2024-03-01,S01,Home Care,4669.509999999999
2024-03-01,S01,Personal Care,10524.32
2024-03-01,S01,Spices & Masala,6237.139999999999
2024-03-01,S01,Staples & Grains,17184.320000000003
2024-03-01,S01,Stationery & General,12513.54
2024-03-01,S02,Baby Care,26537.550000000003
2024-03-01,S02,Bakery,2792.82
2024-03-01,S02,Beverages,4280.349999999999
2024-03-01,S02,Bill-level adjustments,-1063.82
2024-03-01,S02,Biscuits & Snacks,3210.5800000000004
2024-03-01,S02,Confectionery,2064.61
2024-03-01,S02,Dairy,7264.86
2024-03-01,S02,Edible Oils,20439.359999999997
2024-03-01,S02,Frozen & Ready to Eat,3777.8500000000004
2024-03-01,S02,Fruits & Vegetables,5952.389999999999
2024-03-01,S02,Home Care,3365.55
2024-03-01,S02,Personal Care,6319.4800000000005
2024-03-01,S02,Spices & Masala,6307.27
2024-03-01,S02,Staples & Grains,16875.82
2024-03-01,S02,Stationery & General,6238.129999999998
2024-03-01,S03,Baby Care,17514.16
2024-03-01,S03,Bakery,4188.5
2024-03-01,S03,Beverages,8787.47
2024-03-01,S03,Bill-level adjustments,-579.04
2024-03-01,S03,Biscuits & Snacks,2149.62
2024-03-01,S03,Confectionery,4908.449999999999
2024-03-01,S03,Dairy,12902.150000000003
2024-03-01,S03,Edible Oils,25410.83
2024-03-01,S03,Frozen & Ready to Eat,14775.139999999998
2024-03-01,S03,Fruits & Vegetables,4272.839999999999
2024-03-01,S03,Home Care,12467.840000000002
2024-03-01,S03,Personal Care,20281.28
2024-03-01,S03,Spices & Masala,7989.78
2024-03-01,S03,Staples & Grains,36941.67
2024-03-01,S03,Stationery & General,9465.43
2024-03-01,S04,Baby Care,12691.8
2024-03-01,S04,Bakery,1569.8
2024-03-01,S04,Beverages,7945.249999999998
2024-03-01,S04,Bill-level adjustments,-1450.98
2024-03-01,S04,Biscuits & Snacks,796.17
2024-03-01,S04,Confectionery,4577.13
2024-03-01,S04,Dairy,16927.780000000002
2024-03-01,S04,Edible Oils,15433.41
2024-03-01,S04,Frozen & Ready to Eat,3978.16
2024-03-01,S04,Fruits & Vegetables,5548.450000000001
2024-03-01,S04,Home Care,7191.5599999999995
2024-03-01,S04,Personal Care,7288.119999999999
2024-03-01,S04,Spices & Masala,2482.84
2024-03-01,S04,Staples & Grains,19416.030000000002
2024-03-01,S04,Stationery & General,2302.4
2024-03-01,S05,Baby Care,8408.43
2024-03-01,S05,Bakery,1854.94
2024-03-01,S05,Beverages,3174.4300000000003
2024-03-01,S05,Bill-level adjustments,-171.5
2024-03-01,S05,Biscuits & Snacks,1900.5
2024-03-01,S05,Confectionery,2483.58
2024-03-01,S05,Dairy,6629.740000000001
2024-03-01,S05,Edible Oils,5797.299999999997
2024-03-01,S05,Frozen & Ready to Eat,3334.17
2024-03-01,S05,Fruits & Vegetables,2824.38
2024-03-01,S05,Home Care,2351.6200000000003
2024-03-01,S05,Personal Care,7527.530000000001
2024-03-01,S05,Spices & Masala,2936.27
2024-03-01,S05,Staples & Grains,7143.7
2024-03-01,S05,Stationery & General,4260.080000000001
2024-03-01,S06,Baby Care,28674.780000000002
2024-03-01,S06,Bakery,2401.0200000000004
2024-03-01,S06,Beverages,2899.25
2024-03-01,S06,Bill-level adjustments,-1548.4499999999998
2024-03-01,S06,Biscuits & Snacks,1488.5000000000002
2024-03-01,S06,Confectionery,5327.090000000001
2024-03-01,S06,Dairy,11007.02
2024-03-01,S06,Edible Oils,14436.119999999997
